,_id,company_size,joined,location,market,name,pitch,raised,stage,website
0,5da6c2648ecab623b505ef71,11-50,2011-03-01,Melbourne,Web Design,BugHerd,We make the best visual feedback tool for websites,1481000.0,Series A,bugherd.com
1,5da6c2648ecab623b505ef72,11-50,2011-05-01,San Francisco,Data Mining,Kaggle,World's largest data science community,11000000.0,Series A,kaggle.com
2,5da6c2648ecab623b505ef73,-,2012-01-01,Oakland,Music,Pandora,Play only music you'll love,,IPO,Pandora.com
3,5da6c2648ecab623b505ef74,501-1000,2012-03-01,Boston,Video Streaming,Brightcove,Brightcove Video Cloud is the leading online video hosting platform and video player,143000000.0,-,brightcove.com
4,5da6c2648ecab623b505ef75,-,2012-01-01,Redwood City,Advertising,YuMe,,75800000.0,IPO,yume.com
5,5da6c2648ecab623b505ef76,501-1000,2012-01-01,New York City,Advertising,Mediamath,,205376550.0,Series C,mediamath.com
6,5da6c2648ecab623b505ef77,-,2012-01-01,Cambridge,Console Gaming,Harmonix Music Systems,,,Acquired,harmonixmusic.com
7,5da6c2648ecab623b505ef78,1-10,2013-10-01,Palo Alto,Venture Capital,True Ventures,,,-,trueventures.com
8,5da6c2648ecab623b505ef79,11-50,2012-06-01,Palo Alto,Social Media Platforms,Mighty Networks,Mighty Networks is the fastest way to create and grow a community-powered brand.,11000000.0,Series A,mightynetworks.com
9,5da6c2648ecab623b505ef7a,1-10,2013-03-01,San Francisco,Startups,Rock Health,Full-service seed funding for digital health startups,,-,rockhealth.com
10,5da6c2648ecab623b505ef7b,1-10,2013-04-01,-,-,BorrowMyDoggy,,,-,
11,5da6c2648ecab623b505ef7c,51-200,2013-12-01,Seoul,Blockchains,Korbit,Korean bitcoin exchange & global payments network,3610000.0,Series A,korbit.co.kr
12,5da6c2648ecab623b505ef7d,1-10,2014-04-01,Manchester,Digital Media,haystagg,Evolving the way audiences are targeted in digital advertising,1100000.0,Seed,haystagg.com
13,5da6c2648ecab623b505ef7e,1001-5000,2014-06-01,Tempe,Technology,Oscar Health,Refactor health care to build richer connections and take the best care of our members.,1267500000.0,,hioscar.com
14,5da6c2648ecab623b505ef7f,11-50,2015-02-01,New York City,Food Tech,Local Bushel,Farm transparent sourcing for wholesale buyers.,,-,localbushel.com
15,5da6c2648ecab623b505ef80,-,2015-12-01,-,-,Little Borrowed Dress,,1250000.0,Seed,littleborroweddress.com
16,5da6c2648ecab623b505ef81,11-50,2016-01-01,San Francisco,Maps,SpotAngels,"""Waze for Parking""",,-,spotangels.com
17,5da6c2648ecab623b505ef82,,2016-01-01,New York City,Social Media Platforms,Fueled Ventures,Associate position at leading early stage VC,,-,fueled.com
18,5da6c2648ecab623b505ef83,1-10,2017-05-01,Atlanta,Technology,Fetch,Marketplace for self-service truck rental,,Seed,fetchtruck.com
19,5da6c2648ecab623b505ef84,1-10,2017-05-01,San Francisco,Insurance,Huckleberry,,,-,huckleberry.com
20,5da6c2648ecab623b505ef85,51-200,2011-02-01,Cambridge,K-12 Education,BetterLesson,Share What Works,5358899.0,-,betterlesson.com
21,5da6c2648ecab623b505ef86,51-200,2012-09-01,Kansas City,Apps,Adknowledge,,248000000.0,Series B,adknowledge.com
22,5da6c2648ecab623b505ef87,201-500,2012-01-01,South San Francisco,Genetic Testing,Counsyl,an innovative tech company providing people w/ vital information about their bodies,32900000.0,-,counsyl.com
23,5da6c2648ecab623b505ef88,51-200,2013-02-01,Boston,Marketing,Placester,,50926200.0,,placester.com
24,5da6c2648ecab623b505ef89,1-10,2012-03-01,Los Gatos,Group SMS,Medigram,"HIPAA-Compliant Group Communication Platform, YC W2012, StartX F2011",,-,medigram.com
25,5da6c2648ecab623b505ef8a,1-10,2012-07-01,Portland,Developer Tools,Sprint.ly,Development Resource Planning,500000.0,Acquired,sprint.ly
26,5da6c2648ecab623b505ef8b,51-200,2012-08-01,San Francisco,Shared Services,FlightCar,Travel made convienent,40410000.0,Acquired,flightcar.com
27,5da6c2648ecab623b505ef8c,11-50,2013-03-01,New York City,Investment Management,EquityZen,Private Markets for the Public // Pre-IPO Stock Marketplace,6500000.0,Series B,equityzen.com
28,5da6c2648ecab623b505ef8d,51-200,2013-05-01,San Francisco,Logistics,Shyp,Shyp is shipping made easy.,62100000.0,Series B,shyp.com
29,5da6c2648ecab623b505ef8e,51-200,2013-09-01,San Francisco,Cloud Data Services,mParticle,The customer data platform for the connected age.,72000000.0,Series C,mparticle.com
30,5da6c2648ecab623b505ef8f,11-50,2015-09-01,San Francisco,Productivity Software,CloudApp,Work at the speed of sight.,2000000.0,Seed,getcloudapp.com
31,5da6c2648ecab623b505ef90,1-10,2016-03-01,San Francisco,Logistics,Terminal 49,Making global trade more efficient and less expensive for businesses.,,-,terminal49.com
32,5da6c2648ecab623b505ef91,1-10,2016-03-01,Washington DC,Insurance,Ledger Investing,Marketplace for Insurance Securities (Y Combinator W17),5120000.0,Seed,ledgerinvesting.com
33,5da6c2648ecab623b505ef92,51-200,2016-04-01,Centennial,Aerospace,Boom,Supersonic passenger airplanes you can afford to fly.,133000000.0,Series B,boomsupersonic.com
34,5da6c2648ecab623b505ef93,-,2016-04-01,-,-,Redspread,,120000.0,Acquired,
35,5da6c2648ecab623b505ef94,11-50,2016-05-01,Los Angeles,-,Akido Labs,Transforming Health Care Data,,-,akidolabs.com
36,5da6c2648ecab623b505ef95,11-50,2016-04-01,Boulder,Logistics,OneMove,The smartest way to move long distance,1250000.0,Seed,onemove.net
37,5da6c2648ecab623b505ef96,51-200,2016-04-01,New York City,Consumer Lending,dv01,Bringing Transparency to Lending Markets,30000000.0,Series B,dv01.co
38,5da6c2648ecab623b505ef97,1-10,2016-04-01,San Francisco,Productivity Software,Memo.AI,The wiki that's always up-to-date,,Acquired,memo.ai
39,5da6c2648ecab623b505ef98,51-200,2016-12-01,San Francisco Bay Area,Space Travel,Relativity Space,Orbital rocket launch services for the 21st Century,35000000.0,Series B,relativityspace.com
40,5da6c2648ecab623b505ef99,1-10,2010-10-01,Redwood City,Marketplaces,Breakthrough,Online mental healthcare,6000000.0,Acquired,breakthrough.com
41,5da6c2648ecab623b505ef9a,-,2011-03-01,San Francisco,Productivity Software,Astrid,Matching to-dos and purchase intent,400590.0,Acquired,astrid.com
42,5da6c2648ecab623b505ef9b,1-10,2011-06-01,San Francisco,Mobile Commerce,Scan,"QR code, beacon, and other mobile transactions",62700000.0,Acquired,scan.me
43,5da6c2648ecab623b505ef9c,1-10,2012-01-01,New York City,Publishing,SocialFlow,,26900000.0,,socialflow.com
44,5da6c2648ecab623b505ef9d,201-500,2014-07-01,Santa Clara,Analytics,Ooyala,Powering personalized video experiences across all screens.,122000000.0,,ooyala.com
45,5da6c2648ecab623b505ef9e,201-500,2012-09-01,Vancouver,Security,Cisco Umbrella,"Cloud-delivered security on any device, anywhere.",686260000.0,Acquired,umbrella.cisco.com
46,5da6c2648ecab623b505ef9f,1-10,2012-06-01,Santa Monica,-,MuckerLab,LA's startup accelerator,,-,muckerlab.com
47,5da6c2648ecab623b505efa0,51-200,2012-03-01,Mountain View,Educational Games,Khan Academy,A free world-class education for anyone anywhere.,7200000.0,-,khanacademy.org
48,5da6c2648ecab623b505efa1,51-200,2012-08-01,San Francisco,Messaging,Discord,Our vision is to bring gaming communities together,278200000.0,,discordapp.com
49,5da6c2648ecab623b505efa2,51-200,2013-01-01,San Francisco,Analytics,Heap,Analytics infrastructure for the Internet,40000000.0,Series B,heapanalytics.com
50,5da6c2648ecab623b505efa3,11-50,2014-05-01,New York City,Retail Technology,Perch,Revolutionary Interactive Technology for Retail,3550000.0,Seed,perchinteractive.com
51,5da6c2648ecab623b505efa4,1-10,2013-02-01,San Francisco,Bridging Online and Offline,Share Some Style,Uber for personal styling,,-,sharesomestyle.com
52,5da6c2648ecab623b505efa5,51-200,2013-08-01,San Francisco,Business Services,Peerspace,Find your creative space,6500000.0,Series A,peerspace.com
53,5da6c2648ecab623b505efa6,51-200,2017-12-01,San Francisco,Hardware + Software,High Fidelity,,17500000.0,,highfidelity.io
54,5da6c2648ecab623b505efa7,11-50,2014-02-01,San Francisco,Mass Customization,MTailor,A master tailor in your phone,,-,MTailor.com
55,5da6c2648ecab623b505efa8,11-50,2014-05-01,Los Angeles,Internet TV,Pluto TV,"Watch 100+ TV channels handmade for the Internet, free on any device, anywhere.",383500000.0,Acquired,pluto.tv
56,5da6c2648ecab623b505efa9,1-10,2014-08-01,Davis,Agriculture,Tule,Crop water use sensors: helping farmers more efficiently manage natural resources,,Seed,tuletechnologies.com
57,5da6c2648ecab623b505efaa,,2016-04-01,Menlo Park,-,Sudo Technologies,Sudo is a chatbot that automates workflows on your CRM,,-,sudo.ai
58,5da6c2648ecab623b505efab,1-10,2016-08-01,San Francisco,E-Commerce Platforms,Looklive,Community and Marketplace for Men's fashion.,,-,looklive.com
59,5da6c2648ecab623b505efac,1-10,2016-08-01,Boston,-,Neoteny 3,,,-,
60,5da6c2648ecab623b505efad,51-200,2011-02-01,Santa Monica,Location Based Services,MomentFeed,"Mobile marketing, advertising & customer care for multi-location brands",24800000.0,Series C,momentfeed.com
61,5da6c2648ecab623b505efae,1-10,2011-07-01,Boston,Productivity Software,Fetchnotes,"Productivity, as simple as a tweet.",868000.0,Acquired,fetchnotes.com
62,5da6c2648ecab623b505efaf,-,2012-01-01,Mountain View,Social Network Media,Meebo,,70000000.0,Acquired,meebo.com
63,5da6c2648ecab623b505efb0,51-200,2012-10-01,New York City,Mobile Payments,Venmo,Make payments to anyone by linking your phone with your bank,27500000.0,Acquired,venmo.com
64,5da6c2648ecab623b505efb1,1-10,2012-11-01,Seattle,Flash Sales,Zulily,,138600000.0,IPO,zulily.com
65,5da6c2648ecab623b505efb2,,2013-11-01,Mountain View,Crowdsourcing,Elance,Elance-oDesk is now Upwork: https://angel.co/upwork/,94800000.0,-,elance.com
66,5da6c2648ecab623b505efb3,201-500,2012-01-01,North Reading,Robotics,Kiva Systems,Game-changing automation technology for distribution centers,786600000.0,Series A,kivasystems.com
67,5da6c2648ecab623b505efb4,51-200,2012-03-01,San Mateo,Charter Schools,Edmodo,Edmodo is the largest global education network.,70000000.0,Series D,edmodo.com
68,5da6c2648ecab623b505efb5,51-200,2012-01-01,San Francisco,Blogging Platforms,Medium,A place where words matter.,132000000.0,Series C,medium.com
69,5da6c2648ecab623b505efb6,1-10,2012-08-01,San Francisco,Advertising Platforms,Partnered,The company-to-company business development network connecting startups and brands,1098400.0,-,partnered.com
70,5da6c2648ecab623b505efb7,51-200,2013-05-01,Cairo Governorate,User Testing,Instabug,In-App Feedback and Bug Reporting for Mobile Apps,2000000.0,Seed,instabug.com
71,5da6c2648ecab623b505efb8,51-200,2013-05-01,Boston,Business Services,Catalant,Software solutions for global enterprises to access business expertise on demand.,75550000.0,Series D,GoCatalant.com
72,5da6c2648ecab623b505efb9,1-10,2013-10-01,San Francisco,Wine And Spirits,IfOnly,,25300000.0,Series B,ifonly.com
73,5da6c2648ecab623b505efba,51-200,2014-03-01,New York City,Social Media,Synthesio,Social Media Management,22000000.0,Series B,synthesio.com
74,5da6c2648ecab623b505efbb,51-200,2015-02-01,Santa Monica,Blockchains,SpringRole,Professional Network on the blockchain,250000.0,Seed,springrole.com
75,5da6c2648ecab623b505efbc,51-200,2015-01-01,Oakland,Financial Services,Even,Opportunity for everyone.,50500000.0,Series B,whatiseven.com
76,5da6c2658ecab623b505efbd,11-50,2016-09-01,San Francisco,Business Services,Yoshi,"Keeping drivers moving in the safest, most efficient, and planet-friendly way possible.",15800000.0,Series A,startyoshi.com
77,5da6c2658ecab623b505efbe,-,2016-09-01,-,-,Vulcun,,12000000.0,Series A,vulcun.com
78,5da6c2658ecab623b505efbf,-,2017-01-01,Lisbon,Mobile Commerce,Magnar,Portuguese food-ordering marketplace,,-,magnarapp.com
79,5da6c2658ecab623b505efc0,1-10,2017-01-01,San Francisco,Blockchains,Distributed Systems,OS for dapps,,-,distributedsystems.com
80,5da6c2658ecab623b505efc1,11-50,2011-08-01,San Jose,App Discovery,AppGrooves,Discover & Achieve Life Goals With The Best Apps,,-,appgrooves.com
81,5da6c2658ecab623b505efc2,51-200,2012-01-01,-,-,Bit.ly,,94400000.0,Acquired,bit.ly
82,5da6c2658ecab623b505efc3,51-200,2012-04-01,Palo Alto,Marketplaces,Science Exchange,The leading marketplace for scientific research,86500000.0,Series C,scienceexchange.com
83,5da6c2658ecab623b505efc4,51-200,2013-10-01,New York City,Open Source,littleBits,,109000000.0,,littleBits.cc
84,5da6c2658ecab623b505efc5,1-10,2012-03-01,Austin,Small and Medium Businesses,Ordoro,Supply chain backbone for ecommerce,1650000.0,-,ordoro.com
85,5da6c2658ecab623b505efc6,11-50,2012-08-01,San Francisco,Crowdfunding,Wefunder,"""Kickstarter for investing"".  Saving the American Dream for the next generation.",6067000.0,Series A,wefunder.com
86,5da6c2658ecab623b505efc7,11-50,2012-03-01,Seattle,Open Source,Appsembler,We help trainers and educators deliver better online learning experiences.,118000.0,Seed,appsembler.com
87,5da6c2658ecab623b505efc8,11-50,2012-06-01,New York City,Brand Marketing,Vengo,Point-of-Purchase consumer engagement platform,3000000.0,Seed,VengoLabs.com
88,5da6c2658ecab623b505efc9,11-50,2012-08-01,Ann Arbor,Farming,FarmLogs,Data Driven Farming (YC W2012),27000000.0,Series C,FarmLogs.com
89,5da6c2658ecab623b505efca,51-200,2013-02-01,Chicago,Loyalty Programs,Raise,Creating the most advanced mobile payment experience for retailers and consumers,96700000.0,Series A,raise.com
90,5da6c2658ecab623b505efcb,1-10,2013-05-01,Los Angeles,Enterprise Security,Prevoty,Web Application Security on Your Terms,11127000.0,Series A,prevoty.com
91,5da6c2658ecab623b505efcc,201-500,2014-05-01,Indianapolis,Virtualization,Docker,"Modernize your applications, accelerate innovation",270740000.0,Series E,docker.com
92,5da6c2658ecab623b505efcd,1-10,2013-11-01,Taiwan,Financial Exchanges,MaiCoin,,,-,maicoin.com
93,5da6c2658ecab623b505efce,11-50,2014-08-01,San Francisco,Developer Tools,Zeplin,Connected space for product teams (YC S15),1200000.0,Seed,zeplin.io
94,5da6c2658ecab623b505efcf,51-200,2014-04-01,San Francisco,Startups,Wonolo,Fast. Flexible. Staffing Reinvented.,52900000.0,Series C,wonolo.com
95,5da6c2658ecab623b505efd0,11-50,2015-12-01,Los Angeles,Medical Devices,The Flex Company,The leader in innovation for period products.,4120000.0,Seed,flexfits.com
96,5da6c2658ecab623b505efd1,51-200,2016-05-01,San Francisco,Education Technology,Wonderschool,Early Childhood Education Community,24100000.0,Series A,wonderschool.com
97,5da6c2658ecab623b505efd2,11-50,2016-10-01,Reno,-,Flirtey,Making drone delivery possible for everyone,16000000.0,Series A,flirtey.com
98,5da6c2658ecab623b505efd3,1-10,2016-10-01,San Francisco,B2B,SV Liquidity,Fund providing access to IPO opportunities,,-,svlq.io
99,5da6c2658ecab623b505efd4,1-10,2017-01-01,Princeton,Technology,Princeton Ventures,Princeton Ventures leads growth equity investments of $10 million to over $100 million.,,-,princetonventures.com
100,5da6c2658ecab623b505efd5,51-200,2010-12-01,Des Moines,Developer APIs,Dwolla,Connecting businesses to the ACH Network to initiate fast and efficient payments,6850000.0,,dwolla.com
101,5da6c2658ecab623b505efd6,1-10,2011-03-01,San Francisco,Social Media Marketing,Talkwheel,Talkwheel unifies a brand's social media into one visually engaging fan driven discussion,2000000.0,Acquired,talkwheel.com
102,5da6c2658ecab623b505efd7,51-200,2012-10-01,New York City,Real Time,LiveIntent,Real-time ad serving for email,65100000.0,,liveintent.com
103,5da6c2658ecab623b505efd8,201-500,2014-10-01,Scottsdale,Doctors,Zocdoc,,377000000.0,,zocdoc.com
104,5da6c2658ecab623b505efd9,501-1000,2012-09-01,Netanya,Reviews and Recommendations,Outbrain,Native Advertising Platform,108500000.0,,outbrain.com
105,5da6c2658ecab623b505efda,11-50,2012-05-01,Menlo Park,Enterprise Software,Badgeville,,39950000.0,Acquired,badgeville.com
106,5da6c2658ecab623b505efdb,1-10,2012-07-01,Cambridge,Developer Tools,Crashlytics,"Introducing the most powerful, yet lightest weight crash reporting solution.",265500000.0,Acquired,crashlytics.com
107,5da6c2658ecab623b505efdc,501-1000,2014-12-01,Oakland,Solar,Sungevity,,245500000.0,-,sungevity.com
108,5da6c2658ecab623b505efdd,51-200,2012-09-01,San Francisco,Analytics,Freckle Education,Empowering teachers to reach students at the perfect level,5300000.0,Acquired,freckle.com
109,5da6c2658ecab623b505efde,11-50,2013-01-01,Seattle,Boating Industry,Boatbound,"The leading ""pier-to-pier"" boat rental marketplace in the world",3500000.0,Acquired,Boatbound.co
110,5da6c2658ecab623b505efdf,1-10,2013-03-01,San Francisco,Productivity Software,Quad,,650000.0,Seed,theQuad.com
111,5da6c2658ecab623b505efe0,501-1000,2013-05-01,Gdańsk,Technology,AirHelp,Here to help,,-,airhelp.com
112,5da6c2658ecab623b505efe1,11-50,2013-11-01,San Francisco,Energy Efficiency,OhmConnect,Replacing power plants with software,,-,ohmconnect.com
113,5da6c2658ecab623b505efe2,51-200,2014-09-01,Austin,Big Data Analytics,Wavefront,,63500000.0,Acquired,wavefront.com
114,5da6c2658ecab623b505efe3,51-200,2014-12-01,London,Small and Medium Businesses,Funding Circle,"Fast, affordable business loans",369100000.0,Series F,fundingcircle.com
115,5da6c2658ecab623b505efe4,11-50,2015-04-01,Boston,Home Renovation,Renoviso,Ecommerce for home renovation projects,11900000.0,Series A,renoviso.com
116,5da6c2658ecab623b505efe5,11-50,2015-08-01,San Francisco,Mobile Games,Long Game,Mobile games that help people save for their future.,,-,longgame.co
117,5da6c2658ecab623b505efe6,11-50,2015-10-01,Cambridge,Online Travel,Freebird,Travel empowered,16500000.0,Series A,getfreebird.com
118,5da6c2658ecab623b505efe7,1-10,2017-03-01,San Francisco,Speech Recognition,Tetra (YC W17),AI notetaker for meetings,,Acquired,asktetra.com
119,5da6c2658ecab623b505efe8,201-500,2017-06-01,Rwanda,Robotics,Zipline,Instant global access to vital medical products via an autonomous drone delivery service.,25000000.0,Series B,flyzipline.com
120,5da6c2658ecab623b505efe9,51-200,2011-04-01,San Francisco,Mobile Advertising,Vungle,Performance marketing for in-app video ads.,775500000.0,Acquired,vungle.com
121,5da6c2658ecab623b505efea,-,2011-07-01,Provo,Personal Finance,MoneyDesktop,Largest and fastest growing PFM (like Mint) for Financial Institutions,2732200.0,-,moneydesktop.com
122,5da6c2658ecab623b505efeb,-,2010-07-01,New York City,Film,DramaFever,A large and rapidly growing online video service for international TV/movies,7000000.0,Acquired,dramafever.com
123,5da6c2658ecab623b505efec,11-50,2011-08-01,New York City,SaaS,Lua,Secure Messaging for Healthcare,10118000.0,Series A,getlua.com
124,5da6c2658ecab623b505efed,11-50,2011-08-01,New York City,Content Marketing,Yotpo,It just starts with a review,50000000.0,Series C,yotpo.com
125,5da6c2658ecab623b505efee,1001-5000,2012-01-01,Stamford,Vertical Search,KAYAK,Compare hundreds of travel sites at once. #travelproblemsolved,2329000000.0,-,kayak.com
126,5da6c2658ecab623b505efef,201-500,2012-01-01,Chicago,Digital Marketing,Jellyvision,Delightful learning & decision-making,5000000.0,Series B,jellyvision.com
127,5da6c2658ecab623b505eff0,11-50,2012-02-01,New York City,Personal Finance,BillGuard,"The fastest, smartest way to track your spending, save money and protect your cards.",58000000.0,Acquired,billguard.com
128,5da6c2658ecab623b505eff1,501-1000,2013-01-01,Los Angeles,Mobile Commerce,GOAT Group,The world's largest marketplace for authentic sneakers,197600000.0,Series D,goatgroup.com
129,5da6c2658ecab623b505eff2,11-50,2013-09-01,Palo Alto,Politics,Topix,Your town. Your news. Your take.,15000000.0,Series A,topix.com
130,5da6c2658ecab623b505eff3,51-200,2012-08-01,Pasadena,Ad Targeting,UberMedia,"Developer of feature-rich social media products: UberSocial, Echofon & Plume",34600000.0,-,ubermedia.com
131,5da6c2658ecab623b505eff4,-,2012-03-01,Sydney,Curated Web,Fluent,The future of email,,-,fluent.io
132,5da6c2658ecab623b505eff5,51-200,2012-08-01,San Francisco,SaaS,Kenna Security,The Enterprise Leader In Risk-Based Vulnerability Management,10750000.0,Series A,kennasecurity.com
133,5da6c2658ecab623b505eff6,11-50,2012-09-01,San Francisco,Web Design,Webflow,All-in-one web design platform,1500000.0,Seed,webflow.com
134,5da6c2658ecab623b505eff7,51-200,2013-01-01,San Francisco,Flash Sales,Touch of Modern,Ecommerce for the modern lifestyle,17000000.0,Series B,touchofmodern.com
135,5da6c2658ecab623b505eff8,11-50,2013-03-01,New York City,Productivity Software,Sunrise,Building a better calendar.,108200000.0,Acquired,sunrise.am
136,5da6c2658ecab623b505eff9,1-10,2014-02-01,Mountain View,Personal Finance,Bonafide,"Bonafide provides identity, reputation and merchant services for the bitcoin ecosystem.",950000.0,Series A,bonafide.io
137,5da6c2658ecab623b505effa,1-10,2014-11-01,Mountain View,Blockchains,Vault12,Personal Crypto Security,,-,vault12.com
138,5da6c2658ecab623b505effb,11-50,2014-11-01,Amsterdam,Developer Tools,Framer,The best way to create interactive designs from start to finish.,33300000.0,Series B,framer.com
139,5da6c2658ecab623b505effc,-,2016-01-01,San Francisco,Messaging,Islands,Chat with cool people.,,-,islands.im
140,5da6c2658ecab623b505effd,1-10,2012-01-01,San Francisco,B2B,NewCo,Addressing the $15 trillion Business Market,,-,Coming Soon
141,5da6c2658ecab623b505effe,-,2012-01-01,Sunnyvale,Data Security,Good Technology,,351300000.0,,good.com
142,5da6c2658ecab623b505efff,501-1000,2012-04-01,Vancouver,Social Media Marketing,Hootsuite,Social media management platform,284900000.0,,hootsuite.com
143,5da6c2658ecab623b505f000,-,2012-01-01,Cambridge,Mobile,iSkoot,,32200000.0,Acquired,iskoot.com
144,5da6c2658ecab623b505f001,201-500,2012-05-01,Chicago,Social Media Platforms,Sprout Social,Sprout is a social media management platform used by leading companies across the globe,93500000.0,Series D,sproutsocial.com
145,5da6c2658ecab623b505f002,-,2012-07-01,San Francisco,Personal Finance,Lending Club,,392230000.0,IPO,lendingclub.com
146,5da6c2658ecab623b505f003,201-500,2012-12-01,San Mateo,Developer Tools,Applause,A worldwide community of digital experience experts to help you improve your application,115800000.0,Acquired,applause.com
147,5da6c2658ecab623b505f004,-,2012-01-01,New York City,Flash Sales,Gilt Groupe,Top designers up to 60% off,536000000.0,,gilt.com
148,5da6c2658ecab623b505f005,-,2012-01-01,Sunnyvale,-,Intertrust,,,-,intertrust.com
149,5da6c2658ecab623b505f006,501-1000,2012-03-01,Denver,Small and Medium Businesses,Gusto,"Modern payroll, HR, compliance and benefits",276100000.0,Series C,gusto.com
150,5da6c2658ecab623b505f007,51-200,2012-06-01,Miami,K-12 Education,Nearpod,"Instructional tool, assessment tool & digital content for the K-12 classroom.",10700000.0,Series A,nearpod.com
151,5da6c2658ecab623b505f008,1-10,2013-04-01,Mountain View,Skill Gaming,XY Gaming,Global Esports Tournament Platform,510000.0,Seed,XYGaming.com
152,5da6c2658ecab623b505f009,51-200,2014-01-01,Los Angeles,Public Safety,Mark43,Building The Essential Software Tools For the Future of Public Safety,39825000.0,Series B,mark43.com
153,5da6c2658ecab623b505f00a,1-10,2013-09-01,San Francisco,-,Haystack,Haystack is an early stage investment fund.,,-,haystack.vc
154,5da6c2658ecab623b505f00b,51-200,2014-06-01,Espoo,Logistics,Enevo,Optimising Waste Collection,26840000.0,Series B,enevo.com
155,5da6c2658ecab623b505f00c,11-50,2015-09-01,Palo Alto,Computers,Nervana,,24400000.0,Series A,nervanasys.com
156,5da6c2658ecab623b505f00d,11-50,2014-08-01,San Francisco,Medical Devices,Orphidia,Universal Platform For All Blood Tests,1805000.0,Seed,orphidia.com
157,5da6c2658ecab623b505f00e,11-50,2014-11-01,San Francisco,Local Based Services,Super,Subscription service provides care & repair for your home,3600000.0,Seed,hellosuper.com
158,5da6c2658ecab623b505f00f,201-500,2015-05-01,Colombia,Retail Technology,Rappi,We are the next everything store of Latin America,209000000.0,Series D,Rappi.com
159,5da6c2658ecab623b505f010,1-10,2016-11-01,Los Altos,Virtual Reality,Subdream Studios,ESports + Game + VR,,-,subdreamstudios.com
160,5da6c2658ecab623b505f011,51-200,2010-07-01,New York City,Social Media Marketing,Adaptly,The Easiest Way to Advertise Across The Social Web.,13200000.0,Acquired,adaptly.com
161,5da6c2658ecab623b505f012,-,2012-01-01,Cupertino,Open Source,MySQL,,1039800000.0,Acquired,mysql.com
162,5da6c2658ecab623b505f013,,2013-09-01,San Mateo,Email Marketing,Marketo,Leading provider of marketing software,1908400000.0,Acquired,marketo.com
163,5da6c2658ecab623b505f014,1001-5000,2014-07-01,San Francisco,Game,Unity Technologies,Creator of the world’s most widely-used real-time 3D (RT3D) development platform.,17500000.0,Series B,unity3d.com
164,5da6c2658ecab623b505f015,1-10,2012-04-01,San Francisco,Comparison Shopping,Leaky,Leaky makes the insurance experience amazing. (YC S11),,Acquired,leaky.com
165,5da6c2658ecab623b505f016,51-200,2014-07-01,San Francisco,SaaS,Rainforest,QA as a service - YC S12,41000000.0,Series B,rainforestqa.com
166,5da6c2658ecab623b505f017,51-200,2013-06-01,Palo Alto,B2B,Aviso,Total Revenue Intelligence,23000000.0,Series B,aviso.com
167,5da6c2658ecab623b505f018,1-10,2014-08-01,San Francisco,-,Complex Polygon,"Product studio based in San Francisco, California.",,-,complexpolygon.com
168,5da6c2658ecab623b505f019,-,2014-08-01,-,-,BioAge,,,-,
169,5da6c2658ecab623b505f01a,-,2014-09-01,Santa Monica,Entrepreneur,Mucker Capital,,,-,muckercapital.com
170,5da6c2658ecab623b505f01b,11-50,2014-08-01,New York City,Venture Capital,Marker,,,-,marker-llc.com
171,5da6c2658ecab623b505f01c,,2014-12-01,San Francisco,-,KPG Ventures,,,-,kpgventures.com
172,5da6c2658ecab623b505f01d,1-10,2014-08-01,San Francisco,Kids,Lully,We Fix Sleep,3020000.0,Seed,lullysleep.com
173,5da6c2658ecab623b505f01e,-,2014-08-01,-,Games,DrawQuest,,3625000.0,-,drawquest.com
174,5da6c2668ecab623b505f01f,1-10,2014-08-01,San Francisco,-,Sochat,The future of mobile communication,2000000.0,Seed,sochat.com
175,5da6c2668ecab623b505f020,1-10,2014-08-01,New York City,Early-Stage Technology,Sand Hill East,"Strategic Introductions, Consulting and Business Acceleration for Early Stage Companies",,-,sandhilleast.net
176,5da6c2668ecab623b505f021,1-10,2014-08-01,San Francisco,Apps,Parenthoods,,1320000.0,Seed,parenthoods.co
177,5da6c2668ecab623b505f022,1-10,2015-08-01,San Francisco,-,Tapstack,Tapstack helps you feel closer to those who matter most,5000000.0,Seed,tapstack.com
178,5da6c2668ecab623b505f023,-,2014-07-01,San Francisco,Mobile,Blippy Social Commerce,,12900000.0,Seed,techcrunch.com
179,5da6c2668ecab623b505f024,1-10,2014-07-01,Palo Alto,Construction,NAVITAS CAPITAL,INVESTING IN REAL ESTATE AND CONSTRUCTION TECHNOLOGIES,,-,navitascap.com
180,5da6c2668ecab623b505f025,1-10,2014-08-01,San Francisco,Mobile,Memry Labs,,,Acquired,
181,5da6c2668ecab623b505f026,1-10,2014-08-01,San Mateo,B2B,PersistIQ,The Smart Outbound Sales Platform,1700000.0,Seed,persistiq.com
182,5da6c2668ecab623b505f027,-,2014-08-01,Palo Alto,Employer Benefits Programs,BetterWorks (Closed),,30500000.0,Series B,betterworks.com
183,5da6c2668ecab623b505f028,1-10,2014-08-01,San Francisco,Small and Medium Businesses,Payable,Easily manage and pay your contractors (YC S14),2100000.0,Acquired,payable.com
184,5da6c2668ecab623b505f029,1-10,2014-09-01,San Francisco,Developer Tools,Fresh,We invest in companies that make people's lives easier.,,-,freshvc.com
185,5da6c2668ecab623b505f02a,1-10,2015-03-01,Boston,Internet Infrastructure,GreatHorn,Intelligent cybersecurity -- for email and beyond.,8550000.0,Series A,greathorn.com
